Gene,Mutation_Type,Sample_Type,Clase
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,UK_A
0.0,0.0,0.0,UK_A
0.0,0.0,0.0,UK_A
0.0,0.0,0.0,UK_A
0.0,0.0,0.0,UK_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,UK_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,BO_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BO_A
0.0,0.0,0.0,BO_A
0.0,0.0,0.0,BO_A
0.0,0.0,0.0,BO_A
0.0,0.0,0.0,BO_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,CH_A
0.0,0.0,0.0,CH_A
0.0,0.0,0.0,CH_A
0.0,0.0,0.0,CH_A
0.0,0.0,0.0,CH_A
0.0,0.0,0.0,CH_A
0.0,0.0,0.0,CH_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BO_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,UK_A
0.0,0.0,0.0,UK_A
0.0,0.0,0.0,UK_A
0.0,0.0,0.0,UK_A
0.0,0.0,0.0,UK_D
0.0,0.0,0.0,UK_D
0.0,0.0,0.0,UK_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,UK_D
0.0,0.0,0.0,UK_D
0.0,0.0,0.0,UK_D
0.0,0.0,0.0,UK_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,BCG_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,BCG_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_A
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
0.0,0.0,0.0,N_D
